GEOID,2024 Total Population
470519603.0,3378
470519604.01,3536
470519604.02,5016
470519605.0,4046
470519606.0,5359
470519607.0,3965
470519608.0,3010
470539662.0,3477
470539663.0,2569
470539664.0,5406
470539665.01,2508
470539665.02,3584
470539666.0,2033
470539667.01,2541
470539667.02,3189
470539669.0,2200
470539670.01,3908
470539670.02,3606
470539671.0,7836
470539674.0,3300
470539801.0,2
470559201.0,3462
470559202.0,5168
470559203.01,4994
470559203.02,1864
470559204.0,2977
470559205.0,4652
470559206.0,2847
470559207.0,1754
470559208.0,3089
470619550.0,2687
470619551.0,1629
470619552.0,4190
470619553.0,5209
470650101.01,6192
470650101.03,4145
470650101.04,4058
470650102.01,4199
470650102.02,4976
470650103.03,3618
470650103.04,5617
470650103.05,3496
470650103.06,3789
470650103.08,3104
470650103.09,2872
470650104.11,7572
470650104.12,5165
470650104.13,3948
470650104.31,8004
470650104.32,8151
470650104.33,5350
470650104.34,2556
470650104.35,6003
470650105.01,6451
470650105.02,3190
470650106.0,3059
470650107.0,3077
470650108.0,4034
470650109.02,947
470650109.04,2523
470650109.05,4535
470650110.01,2190
470650110.03,4237
470650110.04,4559
470650111.0,6501
470650112.05,9128
470650112.06,4895
470650114.02,5721
470650114.11,4295
470650114.13,8198
470650114.47,9029
470650121.0,6323
470659802.0,0
470699501.0,3479
470699504.0,5033
470699505.0,4266
470719201.0,4335
470719202.0,4694
470719203.0,4088
470719204.01,1900
470719204.02,3257
470719205.01,3957
470719205.02,1534
470719206.0,3341
470779750.0,2763
470779751.0,3398
470779752.0,5795
470779753.01,3507
470779753.02,3973
470779754.0,4574
470779755.0,3877
470799690.01,2414
470799690.02,2118
470799691.0,2852
470799692.0,1680
470799693.0,3179
470799694.0,1973
470799695.01,1961
470799695.02,3817
470799696.01,2991
470799696.02,4672
470799697.0,2296
470799698.0,2329
470819501.0,5612
470819502.01,3722
470819502.02,3701
470819503.01,2828
470819503.02,4854
470819504.0,2275
470819505.0,2594
470831201.0,3227
470831202.0,2087
470831203.0,2974
470851301.0,5661
470851302.0,2054
470851303.0,5741
470851304.0,2839
470851305.0,2898
470879601.0,2006
470879602.0,2349
470879603.0,5644
470879604.0,1855
470999601.0,5385
470999602.0,2545
470999603.0,6036
470999604.01,5832
470999604.02,4442
470999605.01,4661
470999605.02,4663
470999606.0,2179
470999607.0,3985
470999608.0,3822
470999609.0,2058
471019701.0,5194
471019702.0,7957
471039750.0,1773
471039751.0,2362
471039752.0,1935
471039753.0,6688
471039754.0,4140
471039755.0,5522
471039757.0,3356
471099301.0,4404
471099302.0,2127
471099303.0,2772
471099304.0,2118
471099305.01,2417
471099305.02,5178
471099306.0,3644
471099307.0,3180
471119701.0,5313
471119702.0,6867
471119703.01,4884
471119703.02,4462
471119704.0,5212
471130001.0,4143
471130002.0,6191
471130003.0,4052
471130004.0,3562
471130005.0,3874
471130006.0,1835
471130007.0,2348
471130008.0,2438
471130009.0,2209
471130010.0,1870
471130011.0,999
471130013.0,5856
471130014.01,1984
471130014.02,2225
471130015.01,4702
471130015.02,5629
471130016.03,2324
471130016.04,2841
471130016.05,3011
471130016.07,6019
471130016.08,2424
471130016.09,1944
471130016.1,7402
471130016.11,3240
471130016.12,7711
471130017.0,1475
471130018.0,2945
471130019.0,3890
471150501.01,3560
471150501.02,5966
471150502.01,4523
471150502.03,2548
471150502.04,4050
471150503.02,3154
471179550.0,9865
471179551.0,5955
471179552.0,7237
471179553.0,4247
471179554.0,4262
471179555.0,4973
471190101.0,3679
471190102.01,11279
471190102.03,6949
471190102.04,12476
471190102.05,2750
471190103.01,9140
471190103.02,2913
471190104.01,4235
471190104.02,3992
471190105.0,5405
471190106.0,5522
471190107.0,4836
471190108.01,3651
471190108.02,8748
471190109.0,3343
471190110.01,3033
471190110.03,2624
471190110.04,4120
471190111.01,5111
471190111.02,3153
471190112.0,6711
471219602.0,5174
471219603.0,4584
471251001.0,1792
471251002.0,1951
471251003.0,6023
471251005.0,5419
471251006.01,2439
471251006.02,2943
471251008.0,3585
471251009.0,2755
471251010.01,4647
471251010.02,4274
471251011.01,3056
471251011.02,11100
471251011.03,2875
471251012.01,2575
471251012.02,5061
471251013.04,7597
471251013.05,7974
471251013.06,6435
471251013.07,2950
471251013.08,4294
471251013.09,8410
471251014.0,7137
471251015.01,3721
471251015.02,4437
471251016.0,6227
471251017.01,3683
471251017.02,5925
471251018.03,9747
471251018.05,4259
471251018.06,8372
471251018.07,4097
471251018.08,5456
471251019.02,2986
471251019.04,8426
471251019.05,5959
471251019.06,6599
471251020.01,7402
471251020.03,8562
471251020.04,6864
471251020.05,8282
471251020.07,2669
471251020.08,8244
471251020.09,6725
471251020.1,5474
471251021.0,5563
471259801.0,326
471279301.0,4116
471279302.0,2611
471291101.0,3372
471291102.0,3510
471319650.0,3947
471339501.0,1767
471339502.0,1701
471339503.01,4530
471339503.02,3080
471339504.0,2177
471339505.01,4581
471339505.02,2456
471339506.0,2859
471359301.0,3506
471359302.01,2615
471359302.02,2566
471379251.01,3104
471379251.02,1955
471410001.0,6438
471410002.01,6117
471410002.02,5101
471410003.01,3132
471410003.03,2664
471410003.04,4569
471410003.05,2702
471410004.0,4349
471410005.0,2209
471410006.0,4422
471410007.0,3880
471410008.0,6432
471410009.0,7264
471410010.0,3984
471410011.0,8205
471410012.01,5914
471410012.02,4316
471410013.0,2255
471439750.0,5076
471439751.0,4977
471439752.0,6822
471439753.0,6123
471439754.01,7162
471439754.02,3800
471470801.01,4390
471470801.03,8977
471470801.04,8051
471470802.0,6323
471470803.01,3618
471470803.02,3269
471470804.01,5371
471470804.02,5520
471470805.0,5323
471470806.03,4922
471470806.04,4205
471470806.05,3063
471470806.06,6241
471470807.01,3558
471470807.02,4290
471490401.01,4854
471490401.02,4356
471490401.04,6046
471490401.05,4764
471490401.06,4626
471490401.07,5412
471490402.0,4172
471490403.03,2546
471490403.04,3084
471490403.05,3106
471490403.07,3602
471490403.08,7584
471490403.09,6403
471490403.1,4940
471490403.11,3527
471490403.12,3057
471490404.04,3746
471490404.05,4158
471490405.01,10254
471490405.02,8551
471490406.0,5296
471490407.02,8122
471490407.03,10945
471490407.04,5678
471490408.06,11291
471490408.07,10174
471490408.08,13673
471490408.09,5467
471490408.1,3271
471490408.11,8613
471490408.12,5216
471490409.01,6722
471490409.04,5535
471490409.06,8174
471490409.07,13258
471490409.08,7453
471490409.09,7358
471490409.1,6511
471490409.11,9150
471490410.0,9824
471490411.02,3361
471490411.03,4917
471490411.04,5197
471490412.01,7034
471490412.02,5716
471490413.01,7325
471490413.02,5808
471490414.01,5155
471490414.04,4295
471490414.05,2518
471490414.06,5408
471490414.07,4959
471490415.0,2601
471490416.01,3563
471490416.02,2518
471490417.0,5041
471490418.0,4923
471490419.0,4516
471490420.0,5680
471490421.01,6499
471490421.02,5036
471490422.0,5238
471490423.01,6099
471490423.02,5371
471530601.02,2912
471530601.03,4693
471530601.04,4661
471530602.0,4986
471599750.0,4284
471599751.0,3004
471599752.0,6100
471599753.0,2330
471599754.0,4843
471611102.01,4834
471611102.02,1764
471611106.0,2587
471611107.0,4818
471619801.0,2
471619802.0,0
471650201.01,4032
471650201.02,5323
471650202.03,2733
471650202.04,3926
471650202.05,3151
471650202.06,1483
471650202.07,1925
471650202.08,2744
471650202.09,2392
471650203.0,5572
471650204.03,2322
471650204.04,2271
471650204.05,3315
471650204.06,4201
471650204.07,5137
471650205.01,12836
471650205.02,8214
471650205.03,3450
471650206.01,3711
471650206.02,4790
471650206.03,3757
471650207.0,5659
471650208.0,7335
471650209.01,1372
471650209.03,5382
471650209.04,4075
471650209.05,4458
471650210.02,8992
471650210.04,3772
471650210.05,6124
471650210.06,3983
471650210.07,5738
471650210.08,8949
471650210.09,5570
471650211.03,6143
471650211.04,2104
471650211.05,6711
471650211.06,4094
471650211.07,5769
471650212.01,7822
471650212.03,9685
471650212.04,8056
471650212.05,3015
471690901.0,9202
471690902.0,3243
471759250.0,3457
471759252.0,3043
471779301.0,3783
471779302.01,3237
471779302.02,3806
471779303.0,2801
471779304.0,5981
471779305.0,5152
471779306.0,3707
471779307.0,5219
471779308.0,6746
471779309.0,1901
471819501.0,4346
471819502.0,5333
471819503.0,3332
471819504.0,3113
471839680.0,1061
471839681.01,3429
471839681.02,1831
471839682.01,4639
471839682.02,2063
471839682.03,2981
471839683.0,2036
471839684.0,5525
471839685.0,4435
471839686.0,3359
471839687.0,1322
471859350.0,4567
471859351.0,6330
471859352.0,4568
471859353.0,5426
471859354.0,3732
471859355.0,3739
471870501.02,9597
471870501.03,9052
471870501.04,6073
471870501.05,11150
471870502.04,5896
471870502.05,3726
471870502.06,3518
471870502.07,4624
471870502.09,4363
471870502.1,3031
471870502.11,6953
471870502.12,2135
471870503.03,3189
471870503.04,2603
471870503.05,2861
471870503.06,2180
471870503.07,4055
471870504.03,2063
471870504.04,7095
471870504.05,3598
471870504.06,6297
471870505.02,4652
471870505.03,6328
471870505.04,5027
471870506.01,6118
471870506.03,3295
471870506.04,10943
471870507.01,4390
471870507.02,4707
471870508.01,5070
471870508.02,1516
471870509.04,5345
471870509.05,7390
471870509.06,5656
471870509.07,5941
471870509.08,5401
471870509.09,5873
471870510.01,9449
471870510.02,14019
471870511.0,11034
471870512.03,3607
471870512.04,8014
471870512.05,10594
471870512.06,8825
471870512.07,8631
471870512.08,10054
471890301.02,7617
471890301.03,3478
471890301.04,2516
471890301.05,4391
471890302.02,12619
471890302.03,8361
471890302.05,2262
471890302.06,7946
471890302.07,2404
471890303.03,4438
471890303.04,7270
471890303.05,5148
471890303.08,5447
471890303.09,7421
471890303.1,7719
471890303.11,3334
471890304.01,2924
471890304.02,4685
471890305.0,10129
471890306.0,4477
471890307.0,3580
471890308.0,6884
471890309.04,4319
471890309.05,5644
471890309.06,6065
471890309.07,7964
471890309.08,10482
471890310.0,6336
